article_id,index,source,politics,llm_assessment,llm_confidence,llm_model,llm_error
163,119,CNN,Liberal,is-not-biased,90,llama3.2:3b,
153,642,CNN,Liberal,is-not-biased,80,llama3.2:3b,
195,2091,FOX,Liberal,is-biased,80,llama3.2:3b,
172,643,CNN,Independent,is-not-biased,80,llama3.2:3b,
99,96,BBC,Conservative,is-not-biased,90,llama3.2:3b,
59,2092,BBC,Conservative,is-biased,60,llama3.2:3b,
161,644,CNN,Conservative,is-not-biased,80,llama3.2:3b,
19,2093,BBC,Conservative,is-not-biased,90,llama3.2:3b,
94,71,BBC,Conservative,is-biased,30,llama3.2:3b,
101,708,BBC,Liberal,is-not-biased,90,llama3.2:3b,
274,960,FOX,Conservative,is-biased,80,llama3.2:3b,
136,1275,CNN,Conservative,is-not-biased,80,llama3.2:3b,
70,709,BBC,Conservative,is-biased,60,llama3.2:3b,
20,1464,BBC,Conservative,is-not-biased,80,llama3.2:3b,
114,961,CNN,Liberal,is-biased,60,llama3.2:3b,
119,1276,CNN,Liberal,is-not-biased,80,llama3.2:3b,
105,67,BBC,Liberal,is-not-biased,80,llama3.2:3b,
128,710,CNN,Liberal,is-not-biased,80,llama3.2:3b,
80,962,BBC,Liberal,is-biased,30,llama3.2:3b,
230,1277,FOX,Liberal,is-not-biased,90,llama3.2:3b,
98,1466,BBC,Conservative,is-biased,30,llama3.2:3b,
101,68,BBC,Independent,is-not-biased,80,llama3.2:3b,
179,1465,FOX,Liberal,is-biased,60,llama3.2:3b,
157,711,CNN,Liberal,is-biased,60,llama3.2:3b,
139,963,CNN,Conservative,is-biased,80,llama3.2:3b,
112,1278,CNN,Independent,is-biased,60,llama3.2:3b,
233,1467,FOX,Conservative,is-not-biased,80,llama3.2:3b,
106,60,BBC,Conservative,is-not-biased,90,llama3.2:3b,
146,712,CNN,Independent,is-biased,60,llama3.2:3b,
44,964,BBC,Conservative,is-biased,60,llama3.2:3b,
105,1279,BBC,Conservative,is-biased,30,llama3.2:3b,
185,1468,FOX,Liberal,is-biased,80,llama3.2:3b,
105,72,BBC,Conservative,is-biased,80,llama3.2:3b,
277,713,FOX,Independent,is-not-biased,90,llama3.2:3b,
171,965,CNN,Liberal,is-biased,60,llama3.2:3b,
11,1280,BBC,Liberal,is-not-biased,90,llama3.2:3b,
197,714,FOX,Liberal,is-biased,80,llama3.2:3b,
245,1469,FOX,Liberal,is-biased,60,llama3.2:3b,
270,1281,FOX,Independent,is-biased,60,llama3.2:3b,
33,1470,BBC,Conservative,is-biased,60,llama3.2:3b,
93,966,BBC,Liberal,is-not-biased,80,llama3.2:3b,
86,65,BBC,Liberal,is-not-biased,80,llama3.2:3b,
188,715,FOX,Independent,is-biased,80,llama3.2:3b,
3,967,BBC,Conservative,is-not-biased,80,llama3.2:3b,
65,1282,BBC,Liberal,is-biased,60,llama3.2:3b,
130,1471,CNN,Conservative,is-biased,80,llama3.2:3b,
123,716,CNN,Conservative,is-biased,60,llama3.2:3b,
140,968,CNN,Independent,is-biased,60,llama3.2:3b,
95,1283,BBC,Independent,is-not-biased,90,llama3.2:3b,
193,1472,FOX,Liberal,is-biased,80,llama3.2:3b,
140,78,CNN,Liberal,is-biased,60,llama3.2:3b,
33,717,BBC,Independent,is-biased,60,llama3.2:3b,
71,969,BBC,Conservative,is-biased,60,llama3.2:3b,
274,1284,FOX,Liberal,is-biased,80,llama3.2:3b,
191,1473,FOX,Independent,is-biased,60,llama3.2:3b,
105,73,BBC,Conservative,is-biased,30,llama3.2:3b,
104,718,BBC,Liberal,is-biased,80,llama3.2:3b,
2,970,BBC,Conservative,is-not-biased,90,llama3.2:3b,
94,1285,BBC,Liberal,is-biased,20,llama3.2:3b,
235,1474,FOX,Liberal,is-biased,80,llama3.2:3b,
43,64,BBC,Liberal,is-not-biased,80,llama3.2:3b,
101,719,BBC,Independent,is-not-biased,80,llama3.2:3b,
146,971,CNN,Conservative,is-biased,60,llama3.2:3b,
129,1286,CNN,Liberal,is-biased,20,llama3.2:3b,
151,1475,CNN,Independent,is-not-biased,90,llama3.2:3b,
210,720,FOX,Independent,is-biased,60,llama3.2:3b,
24,972,BBC,Conservative,is-not-biased,80,llama3.2:3b,
93,1287,BBC,Liberal,is-not-biased,80,llama3.2:3b,
248,1476,FOX,Conservative,is-biased,60,llama3.2:3b,
100,973,BBC,Liberal,is-not-biased,80,llama3.2:3b,
143,721,CNN,Independent,is-biased,80,llama3.2:3b,
129,1288,CNN,Independent,is-biased,60,llama3.2:3b,
90,1477,BBC,Conservative,is-biased,80,llama3.2:3b,
278,722,FOX,Conservative,is-biased,80,llama3.2:3b,
58,1289,BBC,Liberal,is-biased,60,llama3.2:3b,
11,974,BBC,Other,is-not-biased,90,llama3.2:3b,
241,1478,FOX,Liberal,is-biased,80,llama3.2:3b,
240,975,FOX,Liberal,is-biased,60,llama3.2:3b,
244,723,FOX,Liberal,is-biased,60,llama3.2:3b,
125,1290,CNN,Liberal,is-not-biased,80,llama3.2:3b,
163,1479,CNN,Independent,is-not-biased,80,llama3.2:3b,
63,724,BBC,Liberal,is-not-biased,90,llama3.2:3b,
45,976,BBC,Liberal,is-not-biased,80,llama3.2:3b,
159,1291,CNN,Liberal,is-not-biased,80,llama3.2:3b,
136,1480,CNN,Conservative,is-not-biased,80,llama3.2:3b,
255,4,FOX,Independent,is-biased,60,llama3.2:3b,
231,725,FOX,Conservative,is-biased,80,llama3.2:3b,
227,977,FOX,Conservative,is-biased,80,llama3.2:3b,
221,1292,FOX,Liberal,is-biased,60,llama3.2:3b,
136,1481,CNN,Conservative,is-not-biased,80,llama3.2:3b,
80,978,BBC,Liberal,is-biased,30,llama3.2:3b,
58,726,BBC,Liberal,is-biased,60,llama3.2:3b,
81,1482,BBC,Conservative,is-not-biased,90,llama3.2:3b,
103,1293,BBC,Independent,is-not-biased,90,llama3.2:3b,
150,727,CNN,Independent,is-not-biased,80,llama3.2:3b,
21,979,BBC,Conservative,is-not-biased,80,llama3.2:3b,
19,1294,BBC,Conservative,is-not-biased,90,llama3.2:3b,
10,1483,BBC,Liberal,is-not-biased,90,llama3.2:3b,
262,5,FOX,Other,is-biased,30,llama3.2:3b,
80,728,BBC,Liberal,is-biased,30,llama3.2:3b,
265,980,FOX,Conservative,is-not-biased,80,llama3.2:3b,
160,1295,CNN,Independent,is-not-biased,80,llama3.2:3b,
34,1484,BBC,Conservative,is-not-biased,80,llama3.2:3b,
224,729,FOX,Conservative,is-biased,60,llama3.2:3b,
96,981,BBC,Other,is-biased,60,llama3.2:3b,
223,1296,FOX,Conservative,is-biased,60,llama3.2:3b,
284,2,FOX,Liberal,is-biased,80,llama3.2:3b,
133,1485,CNN,Liberal,is-biased,30,llama3.2:3b,
173,730,FOX,Independent,is-biased,60,llama3.2:3b,
209,982,FOX,Conservative,is-biased,80,llama3.2:3b,
141,1297,CNN,Liberal,is-not-biased,90,llama3.2:3b,
21,1486,BBC,Conservative,is-not-biased,80,llama3.2:3b,
98,3,BBC,Conservative,is-biased,30,llama3.2:3b,
88,731,BBC,Liberal,is-biased,80,llama3.2:3b,
87,983,BBC,Conservative,is-not-biased,80,llama3.2:3b,
171,1298,CNN,Liberal,is-biased,60,llama3.2:3b,
267,1487,FOX,Conservative,is-not-biased,90,llama3.2:3b,
78,732,BBC,Liberal,is-not-biased,80,llama3.2:3b,
192,984,FOX,Independent,is-biased,30,llama3.2:3b,
157,1299,CNN,Liberal,is-biased,60,llama3.2:3b,
137,1488,CNN,Conservative,is-biased,60,llama3.2:3b,
173,733,FOX,Liberal,is-biased,80,llama3.2:3b,
253,985,FOX,Liberal,is-biased,60,llama3.2:3b,
136,1489,CNN,Conservative,is-not-biased,80,llama3.2:3b,
20,1300,BBC,Liberal,is-not-biased,80,llama3.2:3b,
127,734,CNN,Liberal,is-not-biased,80,llama3.2:3b,
115,986,CNN,Conservative,is-biased,30,llama3.2:3b,
154,1301,CNN,Independent,is-biased,60,llama3.2:3b,
80,1490,BBC,Conservative,is-biased,30,llama3.2:3b,
267,61,FOX,Liberal,is-biased,80,llama3.2:3b,
82,987,BBC,Conservative,is-biased,80,llama3.2:3b,
149,735,CNN,Independent,is-not-biased,90,llama3.2:3b,
235,1302,FOX,Liberal,is-biased,80,llama3.2:3b,
74,1491,BBC,Independent,is-biased,20,llama3.2:3b,
86,736,BBC,Conservative,is-not-biased,80,llama3.2:3b,
277,988,FOX,Liberal,is-not-biased,80,llama3.2:3b,
140,1303,CNN,Conservative,is-biased,60,llama3.2:3b,
131,1492,CNN,Conservative,is-biased,60,llama3.2:3b,
94,989,BBC,Conservative,is-biased,30,llama3.2:3b,
126,737,CNN,Liberal,is-not-biased,90,llama3.2:3b,
169,1304,CNN,Conservative,is-biased,60,llama3.2:3b,
74,1493,BBC,Liberal,is-biased,20,llama3.2:3b,
230,1,FOX,Liberal,is-not-biased,90,llama3.2:3b,
156,738,CNN,Conservative,is-not-biased,80,llama3.2:3b,
203,990,FOX,Independent,is-not-biased,90,llama3.2:3b,
70,1305,BBC,Conservative,is-biased,60,llama3.2:3b,
133,1494,CNN,Conservative,is-biased,30,llama3.2:3b,
3,739,BBC,Liberal,is-not-biased,80,llama3.2:3b,
63,1306,BBC,Conservative,is-not-biased,90,llama3.2:3b,
5,991,BBC,Conservative,is-not-biased,80,llama3.2:3b,
29,1495,BBC,Conservative,is-biased,30,llama3.2:3b,
180,6,FOX,Conservative,is-not-biased,80,llama3.2:3b,
136,740,CNN,Liberal,is-not-biased,80,llama3.2:3b,
263,992,FOX,Independent,is-not-biased,80,llama3.2:3b,
5,1307,BBC,Conservative,is-not-biased,80,llama3.2:3b,
130,1496,CNN,Independent,is-biased,80,llama3.2:3b,
102,741,BBC,Liberal,is-biased,80,llama3.2:3b,
157,0,CNN,Conservative,is-biased,60,llama3.2:3b,
271,993,FOX,Liberal,is-biased,80,llama3.2:3b,
38,1308,BBC,Liberal,is-not-biased,90,llama3.2:3b,
54,62,BBC,Conservative,is-not-biased,80,llama3.2:3b,
132,1497,CNN,Liberal,is-not-biased,80,llama3.2:3b,
113,742,CNN,Conservative,is-not-biased,80,llama3.2:3b,
172,994,CNN,Conservative,is-not-biased,80,llama3.2:3b,
209,1309,FOX,Conservative,is-biased,80,llama3.2:3b,
131,1498,CNN,Liberal,is-biased,80,llama3.2:3b,
136,7,CNN,Liberal,is-not-biased,80,llama3.2:3b,
106,743,BBC,Conservative,is-not-biased,90,llama3.2:3b,
259,995,FOX,Conservative,is-biased,60,llama3.2:3b,
24,1310,BBC,Liberal,is-not-biased,80,llama3.2:3b,
171,8,CNN,Liberal,is-biased,60,llama3.2:3b,
82,744,BBC,Independent,is-biased,60,llama3.2:3b,
25,74,BBC,Liberal,is-biased,60,llama3.2:3b,
116,996,CNN,Independent,is-biased,60,llama3.2:3b,
240,1311,FOX,Liberal,is-biased,60,llama3.2:3b,
179,1499,FOX,Liberal,is-biased,60,llama3.2:3b,
258,1500,FOX,Independent,is-biased,60,llama3.2:3b,
279,9,FOX,Conservative,is-biased,80,llama3.2:3b,
230,745,FOX,Conservative,is-not-biased,90,llama3.2:3b,
131,997,CNN,Liberal,is-biased,60,llama3.2:3b,
101,1312,BBC,Conservative,is-not-biased,80,llama3.2:3b,
227,10,FOX,Liberal,is-biased,80,llama3.2:3b,
14,1501,BBC,Independent,is-not-biased,80,llama3.2:3b,
33,998,BBC,Conservative,is-biased,60,llama3.2:3b,
178,1313,FOX,Conservative,is-biased,60,llama3.2:3b,
265,746,FOX,Conservative,is-not-biased,80,llama3.2:3b,
80,1502,BBC,Liberal,is-biased,30,llama3.2:3b,
57,11,BBC,Independent,is-not-biased,90,llama3.2:3b,
172,747,CNN,Conservative,is-not-biased,80,llama3.2:3b,
262,999,FOX,Conservative,is-biased,80,llama3.2:3b,
65,1314,BBC,Liberal,is-biased,60,llama3.2:3b,
123,63,CNN,Conservative,is-biased,60,llama3.2:3b,
10,1503,BBC,Conservative,is-not-biased,90,llama3.2:3b,
210,12,FOX,Liberal,is-biased,80,llama3.2:3b,
287,748,FOX,Liberal,is-biased,60,llama3.2:3b,
239,1315,FOX,Conservative,is-biased,60,llama3.2:3b,
157,1000,CNN,Conservative,is-biased,60,llama3.2:3b,
98,13,BBC,Independent,is-biased,30,llama3.2:3b,
29,1504,BBC,Liberal,is-biased,30,llama3.2:3b,
121,749,CNN,Conservative,is-not-biased,80,llama3.2:3b,
141,1001,CNN,Conservative,is-not-biased,80,llama3.2:3b,
184,1316,FOX,Liberal,is-biased,30,llama3.2:3b,
242,1505,FOX,Liberal,is-biased,60,llama3.2:3b,
271,14,FOX,Independent,is-biased,60,llama3.2:3b,
161,750,CNN,Conservative,is-not-biased,80,llama3.2:3b,
136,1002,CNN,Liberal,is-not-biased,80,llama3.2:3b,
69,1317,BBC,Conservative,is-biased,60,llama3.2:3b,
75,1506,BBC,Conservative,is-not-biased,80,llama3.2:3b,
112,15,CNN,Conservative,is-biased,60,llama3.2:3b,
285,751,FOX,Independent,is-biased,60,llama3.2:3b,
105,1003,BBC,Conservative,is-biased,30,llama3.2:3b,
105,1318,BBC,Conservative,is-biased,30,llama3.2:3b,
208,1507,FOX,Conservative,is-not-biased,80,llama3.2:3b,
241,752,FOX,Conservative,is-biased,80,llama3.2:3b,
112,16,CNN,Independent,is-biased,60,llama3.2:3b,
195,1319,FOX,Conservative,is-biased,80,llama3.2:3b,
43,1508,BBC,Conservative,is-not-biased,80,llama3.2:3b,
137,1004,CNN,Independent,is-not-biased,80,llama3.2:3b,
71,17,BBC,Liberal,is-biased,60,llama3.2:3b,
287,753,FOX,Liberal,is-biased,60,llama3.2:3b,
169,1005,CNN,Liberal,is-biased,60,llama3.2:3b,
189,1320,FOX,Conservative,is-biased,60,llama3.2:3b,
129,1509,CNN,Liberal,is-biased,60,llama3.2:3b,
152,18,CNN,Liberal,is-biased,80,llama3.2:3b,
248,754,FOX,Independent,is-biased,60,llama3.2:3b,
112,1321,CNN,Independent,is-biased,60,llama3.2:3b,
0,1006,BBC,Liberal,is-not-biased,80,llama3.2:3b,
145,19,CNN,Independent,is-biased,80,llama3.2:3b,
132,1510,CNN,Conservative,is-biased,60,llama3.2:3b,
162,755,CNN,Liberal,is-not-biased,80,llama3.2:3b,
266,1007,FOX,Conservative,is-biased,80,llama3.2:3b,
258,1511,FOX,Conservative,is-biased,60,llama3.2:3b,
76,1322,BBC,Conservative,is-not-biased,90,llama3.2:3b,
22,69,BBC,Conservative,is-not-biased,90,llama3.2:3b,
20,20,BBC,Liberal,is-not-biased,80,llama3.2:3b,
95,756,BBC,Liberal,is-not-biased,90,llama3.2:3b,
95,1008,BBC,Liberal,is-not-biased,90,llama3.2:3b,
98,1323,BBC,Conservative,is-biased,30,llama3.2:3b,
130,1512,CNN,Conservative,is-biased,80,llama3.2:3b,
123,21,CNN,Conservative,is-biased,60,llama3.2:3b,
136,55,CNN,Independent,is-not-biased,80,llama3.2:3b,
159,757,CNN,Conservative,is-biased,80,llama3.2:3b,
112,1009,CNN,Liberal,is-biased,60,llama3.2:3b,
182,1513,FOX,Conservative,is-biased,80,llama3.2:3b,
61,1324,BBC,Other,is-biased,80,llama3.2:3b,
123,22,CNN,Conservative,is-biased,60,llama3.2:3b,
121,80,CNN,Liberal,is-not-biased,80,llama3.2:3b,
152,758,CNN,Conservative,is-biased,80,llama3.2:3b,
16,1010,BBC,Liberal,is-not-biased,90,llama3.2:3b,
128,1325,CNN,Liberal,is-not-biased,80,llama3.2:3b,
74,1514,BBC,Liberal,is-biased,20,llama3.2:3b,
144,23,CNN,Liberal,is-biased,30,llama3.2:3b,
225,81,FOX,Conservative,is-not-biased,80,llama3.2:3b,
199,759,FOX,Independent,is-biased,60,llama3.2:3b,
94,1011,BBC,Independent,is-biased,60,llama3.2:3b,
213,1326,FOX,Liberal,is-biased,60,llama3.2:3b,
132,1515,CNN,Conservative,is-biased,60,llama3.2:3b,
115,29,CNN,Independent,is-biased,30,llama3.2:3b,
97,70,BBC,Independent,is-not-biased,90,llama3.2:3b,
101,1012,BBC,Conservative,is-not-biased,80,llama3.2:3b,
27,760,BBC,Liberal,is-biased,60,llama3.2:3b,
22,1327,BBC,Independent,is-not-biased,90,llama3.2:3b,
133,1516,CNN,Independent,is-biased,30,llama3.2:3b,
169,24,CNN,Conservative,is-biased,60,llama3.2:3b,
288,761,FOX,Liberal,is-biased,80,llama3.2:3b,
118,79,CNN,Liberal,is-not-biased,80,llama3.2:3b,
38,1013,BBC,Liberal,is-not-biased,90,llama3.2:3b,
236,1517,FOX,Conservative,is-biased,60,llama3.2:3b,
283,1328,FOX,Liberal,is-biased,80,llama3.2:3b,
175,33,FOX,Liberal,is-biased,60,llama3.2:3b,
251,82,FOX,Liberal,is-biased,60,llama3.2:3b,
187,762,FOX,Independent,is-biased,60,llama3.2:3b,
187,1014,FOX,Independent,is-biased,60,llama3.2:3b,
90,1329,BBC,Independent,is-biased,60,llama3.2:3b,
208,1518,FOX,Conservative,is-not-biased,80,llama3.2:3b,
87,25,BBC,Independent,is-not-biased,80,llama3.2:3b,
252,763,FOX,Independent,is-biased,60,llama3.2:3b,
166,59,CNN,Conservative,is-biased,60,llama3.2:3b,
215,1015,FOX,Liberal,is-biased,60,llama3.2:3b,
284,1330,FOX,Liberal,is-biased,80,llama3.2:3b,
136,1519,CNN,Conservative,is-not-biased,80,llama3.2:3b,
163,26,CNN,Independent,is-not-biased,80,llama3.2:3b,
274,764,FOX,Conservative,is-biased,80,llama3.2:3b,
262,1016,FOX,Conservative,is-biased,80,llama3.2:3b,
34,1331,BBC,Liberal,is-not-biased,80,llama3.2:3b,
14,1520,BBC,Liberal,is-not-biased,80,llama3.2:3b,
100,32,BBC,Conservative,is-not-biased,80,llama3.2:3b,
159,765,CNN,Conservative,is-biased,80,llama3.2:3b,
157,75,CNN,Independent,is-biased,60,llama3.2:3b,
167,66,CNN,Liberal,is-biased,60,llama3.2:3b,
230,1017,FOX,Conservative,is-not-biased,90,llama3.2:3b,
136,1521,CNN,Independent,is-not-biased,80,llama3.2:3b,
132,27,CNN,Independent,is-not-biased,80,llama3.2:3b,
123,766,CNN,Conservative,is-biased,60,llama3.2:3b,
40,1332,BBC,Liberal,is-biased,60,llama3.2:3b,
177,56,FOX,Conservative,is-not-biased,80,llama3.2:3b,
50,1333,BBC,Independent,is-biased,80,llama3.2:3b,
111,1018,CNN,Conservative,is-biased,80,llama3.2:3b,
129,1522,CNN,Liberal,is-biased,30,llama3.2:3b,
168,34,CNN,Conservative,is-biased,60,llama3.2:3b,
134,57,CNN,Conservative,is-biased,60,llama3.2:3b,
145,1334,CNN,Conservative,is-biased,80,llama3.2:3b,
108,1019,BBC,Liberal,is-not-biased,90,llama3.2:3b,
133,1523,CNN,Conservative,is-biased,30,llama3.2:3b,
150,767,CNN,Conservative,is-biased,60,llama3.2:3b,
203,28,FOX,Liberal,is-not-biased,90,llama3.2:3b,
168,77,CNN,Conservative,is-biased,60,llama3.2:3b,
248,768,FOX,Independent,is-biased,60,llama3.2:3b,
205,1020,FOX,Other,is-biased,60,llama3.2:3b,
130,1335,CNN,Liberal,is-biased,80,llama3.2:3b,
52,76,BBC,Conservative,is-biased,80,llama3.2:3b,
132,1524,CNN,Liberal,is-not-biased,80,llama3.2:3b,
113,769,CNN,Conservative,is-not-biased,80,llama3.2:3b,
20,30,BBC,Liberal,is-not-biased,80,llama3.2:3b,
279,1336,FOX,Conservative,is-biased,80,llama3.2:3b,
130,1525,CNN,Independent,is-biased,70,llama3.2:3b,
33,31,BBC,Conservative,is-biased,60,llama3.2:3b,
277,58,FOX,Conservative,is-not-biased,90,llama3.2:3b,
167,1021,CNN,Conservative,is-biased,60,llama3.2:3b,
142,770,CNN,Conservative,is-biased,80,llama3.2:3b,
122,1022,CNN,Liberal,is-not-biased,80,llama3.2:3b,
20,1337,BBC,Liberal,is-not-biased,80,llama3.2:3b,
80,1526,BBC,Independent,is-biased,30,llama3.2:3b,
129,141,CNN,Independent,is-biased,60,llama3.2:3b,
106,204,BBC,Conservative,is-not-biased,90,llama3.2:3b,
78,456,BBC,Conservative,is-biased,60,llama3.2:3b,
157,771,CNN,Conservative,is-biased,60,llama3.2:3b,
123,142,CNN,Liberal,is-not-biased,90,llama3.2:3b,
137,1527,CNN,Liberal,is-not-biased,90,llama3.2:3b,
265,1842,FOX,Independent,is-biased,80,llama3.2:3b,
242,205,FOX,Independent,is-not-biased,80,llama3.2:3b,
39,457,BBC,Conservative,is-biased,80,llama3.2:3b,
29,772,BBC,Independent,is-biased,30,llama3.2:3b,
133,1528,CNN,Conservative,is-biased,30,llama3.2:3b,
112,1843,CNN,Liberal,is-biased,60,llama3.2:3b,
169,206,CNN,Conservative,is-biased,60,llama3.2:3b,
86,143,BBC,Liberal,is-not-biased,90,llama3.2:3b,
74,458,BBC,Liberal,is-biased,20,llama3.2:3b,
7,773,BBC,Conservative,is-not-biased,80,llama3.2:3b,
14,1529,BBC,Conservative,is-biased,60,llama3.2:3b,
115,1844,CNN,Conservative,is-biased,30,llama3.2:3b,
223,459,FOX,Conservative,is-biased,80,llama3.2:3b,
184,144,FOX,Liberal,is-biased,30,llama3.2:3b,
100,207,BBC,Liberal,is-not-biased,90,llama3.2:3b,
262,1530,FOX,Independent,is-biased,60,llama3.2:3b,
170,774,CNN,Conservative,is-not-biased,80,llama3.2:3b,
59,1845,BBC,Liberal,is-not-biased,80,llama3.2:3b,
185,145,FOX,Conservative,is-biased,60,llama3.2:3b,
7,208,BBC,Liberal,is-not-biased,80,llama3.2:3b,
99,460,BBC,Independent,is-not-biased,90,llama3.2:3b,
21,775,BBC,Liberal,is-not-biased,80,llama3.2:3b,
236,1531,FOX,Independent,is-biased,60,llama3.2:3b,
110,1846,CNN,Liberal,is-biased,60,llama3.2:3b,
160,146,CNN,Liberal,is-not-biased,80,llama3.2:3b,
69,209,BBC,Liberal,is-biased,60,llama3.2:3b,
162,461,CNN,Liberal,is-not-biased,80,llama3.2:3b,
90,776,BBC,Liberal,is-biased,80,llama3.2:3b,
133,1532,CNN,Independent,is-biased,30,llama3.2:3b,
265,1847,FOX,Liberal,is-biased,80,llama3.2:3b,
237,147,FOX,Liberal,is-biased,80,llama3.2:3b,
234,462,FOX,Liberal,is-biased,80,llama3.2:3b,
149,210,CNN,Liberal,is-not-biased,90,llama3.2:3b,
156,777,CNN,Liberal,is-not-biased,90,llama3.2:3b,
129,1533,CNN,Conservative,is-biased,60,llama3.2:3b,
192,1848,FOX,Liberal,is-biased,80,llama3.2:3b,
141,148,CNN,Conservative,is-not-biased,80,llama3.2:3b,
29,211,BBC,Independent,is-biased,30,llama3.2:3b,
76,463,BBC,Conservative,is-not-biased,90,llama3.2:3b,
208,1534,FOX,Conservative,is-not-biased,90,llama3.2:3b,
76,778,BBC,Liberal,is-not-biased,90,llama3.2:3b,
193,1849,FOX,Independent,is-biased,60,llama3.2:3b,
141,149,CNN,Liberal,is-not-biased,90,llama3.2:3b,
282,212,FOX,Conservative,is-not-biased,90,llama3.2:3b,
144,464,CNN,Liberal,is-biased,30,llama3.2:3b,
129,1535,CNN,Liberal,is-biased,20,llama3.2:3b,
66,779,BBC,Liberal,is-not-biased,80,llama3.2:3b,
59,1850,BBC,Conservative,is-biased,60,llama3.2:3b,
161,150,CNN,Liberal,is-not-biased,80,llama3.2:3b,
169,213,CNN,Liberal,is-biased,60,llama3.2:3b,
183,465,FOX,Independent,is-biased,60,llama3.2:3b,
194,780,FOX,Independent,is-biased,60,llama3.2:3b,
129,1536,CNN,Conservative,is-biased,60,llama3.2:3b,
115,1851,CNN,Liberal,is-biased,30,llama3.2:3b,
165,151,CNN,Liberal,is-not-biased,80,llama3.2:3b,
105,214,BBC,Independent,is-biased,30,llama3.2:3b,
24,466,BBC,Conservative,is-not-biased,80,llama3.2:3b,
119,781,CNN,Liberal,is-not-biased,80,llama3.2:3b,
134,1537,CNN,Liberal,is-biased,60,llama3.2:3b,
222,1852,FOX,Liberal,is-biased,60,llama3.2:3b,
81,467,BBC,Liberal,is-not-biased,90,llama3.2:3b,
80,782,BBC,Liberal,is-biased,30,llama3.2:3b,
76,215,BBC,Conservative,is-not-biased,90,llama3.2:3b,
249,1538,FOX,Conservative,is-biased,60,llama3.2:3b,
116,1853,CNN,Conservative,is-biased,80,llama3.2:3b,
179,152,FOX,Independent,is-biased,60,llama3.2:3b,
121,153,CNN,Liberal,is-not-biased,80,llama3.2:3b,
154,216,CNN,Conservative,is-biased,60,llama3.2:3b,
97,468,BBC,Independent,is-not-biased,90,llama3.2:3b,
129,1539,CNN,Liberal,is-biased,20,llama3.2:3b,
157,783,CNN,Liberal,is-biased,60,llama3.2:3b,
54,1854,BBC,Independent,is-not-biased,80,llama3.2:3b,
230,784,FOX,Conservative,is-not-biased,90,llama3.2:3b,
279,469,FOX,Liberal,is-biased,80,llama3.2:3b,
66,154,BBC,Independent,is-not-biased,80,llama3.2:3b,
20,217,BBC,Liberal,is-not-biased,80,llama3.2:3b,
267,1540,FOX,Conservative,is-not-biased,90,llama3.2:3b,
60,1855,BBC,Conservative,is-biased,30,llama3.2:3b,
223,155,FOX,Conservative,is-biased,60,llama3.2:3b,
77,218,BBC,Liberal,is-not-biased,80,llama3.2:3b,
105,785,BBC,Conservative,is-biased,30,llama3.2:3b,
102,470,BBC,Independent,is-biased,80,llama3.2:3b,
195,1856,FOX,Independent,is-biased,80,llama3.2:3b,
180,156,FOX,Conservative,is-not-biased,80,llama3.2:3b,
131,1541,CNN,Conservative,is-biased,60,llama3.2:3b,
182,219,FOX,Independent,is-biased,60,llama3.2:3b,
165,471,CNN,Conservative,is-biased,60,llama3.2:3b,
172,786,CNN,Independent,is-not-biased,80,llama3.2:3b,
248,1542,FOX,Conservative,is-biased,60,llama3.2:3b,
111,1857,CNN,Conservative,is-biased,80,llama3.2:3b,
211,157,FOX,Independent,is-biased,60,llama3.2:3b,
222,472,FOX,Liberal,is-biased,80,llama3.2:3b,
134,787,CNN,Independent,is-biased,60,llama3.2:3b,
168,220,CNN,Conservative,is-biased,60,llama3.2:3b,
24,1543,BBC,Independent,is-not-biased,90,llama3.2:3b,
278,1858,FOX,Independent,is-biased,60,llama3.2:3b,
245,158,FOX,Independent,is-biased,60,llama3.2:3b,
152,221,CNN,Independent,is-biased,80,llama3.2:3b,
168,788,CNN,Conservative,is-biased,60,llama3.2:3b,
246,1544,FOX,Liberal,is-biased,80,llama3.2:3b,
67,473,BBC,Independent,is-not-biased,80,llama3.2:3b,
116,1859,CNN,Liberal,is-biased,80,llama3.2:3b,
229,159,FOX,Independent,is-biased,60,llama3.2:3b,
90,222,BBC,Liberal,is-biased,80,llama3.2:3b,
232,474,FOX,Conservative,is-biased,30,llama3.2:3b,
118,789,CNN,Liberal,is-not-biased,80,llama3.2:3b,
267,1545,FOX,Independent,is-biased,60,llama3.2:3b,
207,1860,FOX,Liberal,is-biased,80,llama3.2:3b,
21,160,BBC,Conservative,is-not-biased,80,llama3.2:3b,
72,223,BBC,Conservative,is-not-biased,80,llama3.2:3b,
156,475,CNN,Independent,is-not-biased,90,llama3.2:3b,
182,790,FOX,Conservative,is-biased,80,llama3.2:3b,
71,1546,BBC,Conservative,is-biased,60,llama3.2:3b,
114,1861,CNN,Liberal,is-biased,60,llama3.2:3b,
253,161,FOX,Liberal,is-biased,80,llama3.2:3b,
256,224,FOX,Liberal,is-biased,80,llama3.2:3b,
63,791,BBC,Liberal,is-not-biased,90,llama3.2:3b,
177,476,FOX,Liberal,is-not-biased,80,llama3.2:3b,
133,1547,CNN,Conservative,is-biased,30,llama3.2:3b,
205,1862,FOX,Other,is-biased,60,llama3.2:3b,
233,162,FOX,Liberal,is-biased,20,llama3.2:3b,
